Pserial	Hserial	Addnum	hhold	PersNo	FinOutC	IndOut	Sex	Age90	Adults	Children	Infants	SampType	psu	NOFHH	Relto01	Relto02	Relto03	Relto04	Relto05	Relto06	Relto07	Relto08	Relto09	Relto10	Relto11	Relto12	ReltoHRP	wt_hhld
120510102	1205101	10	1	2	110	110	2	57	2	0	0	1	2141370	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.0277686173618
120511101	1205111	11	1	1	110	110	2	86	2	0	0	1	2141370	1	96	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.06142776431435
120511102	1205111	11	1	2	110	110	1	58	2	0	0	1	2141370	1	3	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	1.06142776431435
120513101	1205131	13	1	1	110	110	2	38	2	1	0	1	2141370	1	96	8	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.89948266103678
120513102	1205131	13	1	2	110	110	1	16	2	1	0	1	2141370	1	3	96	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	.89948266103678
120513103	1205131	13	1	3	110	110	1	2	2	1	0	1	2141370	1	3	14	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	.89948266103678
120514101	1205141	14	1	1	110	110	1	63	2	0	0	1	2141370	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.0277686173618
120514102	1205141	14	1	2	110	110	2	56	2	0	0	1	2141370	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.0277686173618
120516101	1205161	16	1	1	110	110	2	79	1	0	0	1	2141370	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.0261756392222
120518101	1205181	18	1	1	110	110	2	64	1	0	0	1	2141370	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.993634320103169
120604101	1206041	4	1	1	110	110	2	69	1	0	0	1	2141290	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.895379931360566
120606101	1206061	6	1	1	110	110	1	32	1	0	0	1	2141290	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.27115617035005
120607101	1206071	7	1	1	110	110	1	63	2	0	0	1	2141290	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.02697974811364
120607102	1206071	7	1	2	110	110	2	60	2	0	0	1	2141290	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.02697974811364
120610101	1206101	10	1	1	110	110	1	51	3	0	0	1	2141290	1	96	1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.981273010032289
120610102	1206101	10	1	2	110	110	2	49	3	0	0	1	2141290	1	1	96	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.981273010032289
120610103	1206101	10	1	3	110	110	1	17	3	0	0	1	2141290	1	3	3	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	.981273010032289
120611101	1206111	11	1	1	110	110	1	43	2	1	0	1	2141290	1	96	1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.968470729998068
120611102	1206111	11	1	2	110	110	2	38	2	1	0	1	2141290	1	1	96	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.968470729998068
120611103	1206111	11	1	3	110	110	1	2	2	1	0	1	2141290	1	3	3	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	.968470729998068
120613101	1206131	13	1	1	110	110	1	44	3	1	0	1	2141290	1	96	1	8	8	-1	-1	-1	-1	-1	-1	-1	-1	1	1.06694114068396
120613102	1206131	13	1	2	110	110	2	42	3	1	0	1	2141290	1	1	96	8	8	-1	-1	-1	-1	-1	-1	-1	-1	96	1.06694114068396
120613103	1206131	13	1	3	110	110	2	5	3	1	0	1	2141290	1	3	3	96	13	-1	-1	-1	-1	-1	-1	-1	-1	3	1.06694114068396
120613104	1206131	13	1	4	110	110	2	19	3	1	0	1	2141290	1	3	3	13	96	-1	-1	-1	-1	-1	-1	-1	-1	3	1.06694114068396
120614101	1206141	14	1	1	110	110	2	48	4	0	0	1	2141290	1	96	1	8	8	-1	-1	-1	-1	-1	-1	-1	-1	1	.982212534039596
120614102	1206141	14	1	2	110	110	1	50	4	0	0	1	2141290	1	1	96	8	8	-1	-1	-1	-1	-1	-1	-1	-1	96	.982212534039596
120614103	1206141	14	1	3	110	110	2	25	4	0	0	1	2141290	1	3	3	96	13	-1	-1	-1	-1	-1	-1	-1	-1	3	.982212534039596
120614104	1206141	14	1	4	110	110	1	24	4	0	0	1	2141290	1	3	3	13	96	-1	-1	-1	-1	-1	-1	-1	-1	3	.982212534039596
120618101	1206181	18	1	1	110	110	2	22	1	0	1	1	2141290	1	96	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.06273913561733
120618102	1206181	18	1	2	110	110	2	1	1	0	1	1	2141290	1	3	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	1.06273913561733
120621101	1206211	21	1	1	110	110	1	72	2	0	0	1	2141290	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.833162618192871
120621102	1206211	21	1	2	110	110	2	68	2	0	0	1	2141290	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.833162618192871
120624101	1206241	24	1	1	110	110	2	24	1	0	1	1	2141290	1	96	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.06273913561733
120624102	1206241	24	1	2	110	110	2	0	1	0	1	1	2141290	1	3	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.06273913561733
120702101	1207021	2	1	1	110	110	1	44	1	0	0	1	2141394	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.2154513554499
120704101	1207041	4	1	1	110	110	1	26	2	2	1	1	2141394	1	96	2	8	8	8	-1	-1	-1	-1	-1	-1	-1	96	1.05680764874928
120704102	1207041	4	1	2	110	110	2	26	2	2	1	1	2141394	1	2	96	8	8	8	-1	-1	-1	-1	-1	-1	-1	2	1.05680764874928
120704103	1207041	4	1	3	110	110	1	7	2	2	1	1	2141394	1	3	3	96	13	13	-1	-1	-1	-1	-1	-1	-1	3	1.05680764874928
120704104	1207041	4	1	4	110	-1	1	5	2	2	1	1	2141394	1	3	3	13	96	13	-1	-1	-1	-1	-1	-1	-1	3	1.05680764874928
120704105	1207041	4	1	5	110	110	2	0	2	2	1	1	2141394	1	3	3	13	13	96	-1	-1	-1	-1	-1	-1	-1	3	1.05680764874928
120706101	1207061	6	1	1	110	110	2	45	1	0	0	1	2141394	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.9181926432101
120708101	1207081	8	1	1	110	110	1	29	2	1	0	1	2141394	1	96	2	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	1.35083131128763
120708102	1207081	8	1	2	110	110	2	24	2	1	0	1	2141394	1	2	96	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.35083131128763
120708103	1207081	8	1	3	110	110	2	2	2	1	0	1	2141394	1	3	3	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	1.35083131128763
120709101	1207091	9	1	1	110	110	2	29	1	2	0	1	2141394	1	96	8	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.880169787690425
120709102	1207091	9	1	2	110	110	2	10	1	2	0	1	2141394	1	3	96	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	.880169787690425
120709103	1207091	9	1	3	110	110	2	5	1	2	0	1	2141394	1	3	13	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	.880169787690425
120710101	1207101	10	1	1	110	110	2	38	1	0	0	1	2141394	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.931832994769318
120711101	1207111	11	1	1	110	110	2	81	1	0	0	1	2141394	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.04632081480003
120713101	1207131	13	1	1	110	110	2	86	1	0	0	1	2141394	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.04632081480003
120718101	1207181	18	1	1	110	110	1	37	2	4	0	1	2141394	1	96	1	8	8	8	8	-1	-1	-1	-1	-1	-1	96	.8501258106842
120718102	1207181	18	1	2	110	110	2	39	2	4	0	1	2141394	1	1	96	8	8	8	8	-1	-1	-1	-1	-1	-1	1	.8501258106842
120718103	1207181	18	1	3	110	110	1	14	2	4	0	1	2141394	1	3	3	96	13	13	13	-1	-1	-1	-1	-1	-1	3	.8501258106842
120718104	1207181	18	1	4	110	-1	2	10	2	4	0	1	2141394	1	3	3	13	96	13	13	-1	-1	-1	-1	-1	-1	3	.8501258106842
120718105	1207181	18	1	5	110	-1	2	8	2	4	0	1	2141394	1	3	3	13	13	96	13	-1	-1	-1	-1	-1	-1	3	.8501258106842
120718106	1207181	18	1	6	110	110	1	5	2	4	0	1	2141394	1	3	3	13	13	13	96	-1	-1	-1	-1	-1	-1	3	.8501258106842
120721101	1207211	21	1	1	110	110	1	62	1	0	0	1	2141394	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.08202719011608
120724101	1207241	24	1	1	110	110	1	52	1	0	0	1	2141394	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.06939287272156
120802101	1208021	2	1	1	110	110	2	77	1	0	0	1	2141288	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.03999364148006
120804101	1208041	4	1	1	110	110	1	75	2	0	0	1	2141288	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.863875615538443
120804102	1208041	4	1	2	110	110	2	73	2	0	0	1	2141288	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.863875615538443
120809101	1208091	9	1	1	110	110	1	69	2	0	0	1	2141288	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.841441554396755
120809102	1208091	9	1	2	110	110	2	66	2	0	0	1	2141288	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.841441554396755
120813101	1208131	13	1	1	110	110	1	78	1	0	0	1	2141288	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.998672328457494
120816101	1208161	16	1	1	110	110	2	53	1	0	0	1	2141288	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.91264029689557
120821101	1208211	21	1	1	110	110	1	69	2	0	0	1	2141288	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.841441554396755
120821102	1208211	21	1	2	110	110	2	73	2	0	0	1	2141288	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.841441554396755
120824101	1208241	24	1	1	214	110	1	56	3	2	0	1	2141288	1	96	8	8	8	8	-1	-1	-1	-1	-1	-1	-1	96	1.18179525642601
120824102	1208241	24	1	2	214	110	1	19	3	2	0	1	2141288	1	3	96	13	13	8	-1	-1	-1	-1	-1	-1	-1	3	1.18179525642601
120824103	1208241	24	1	3	214	430	2	18	3	2	0	1	2141288	1	3	13	96	13	13	-1	-1	-1	-1	-1	-1	-1	3	1.18179525642601
120824104	1208241	24	1	4	214	430	1	14	3	2	0	1	2141288	1	3	13	13	96	13	-1	-1	-1	-1	-1	-1	-1	3	1.18179525642601
120824105	1208241	24	1	5	214	430	2	13	3	2	0	1	2141288	1	3	3	13	13	96	-1	-1	-1	-1	-1	-1	-1	3	1.18179525642601
120903101	1209031	3	1	1	110	110	2	67	2	0	0	1	2141191	1	96	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.09918496019553
120903102	1209031	3	1	2	110	110	1	34	2	0	0	1	2141191	1	22	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	22	1.09918496019553
120904101	1209041	4	1	1	214	110	2	63	2	0	0	1	2141191	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.929580684349299
120904102	1209041	4	1	2	214	430	1	71	2	0	0	1	2141191	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.929580684349299
120906101	1209061	6	1	1	214	110	2	43	2	0	0	1	2141191	1	96	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.980161931183652
120906102	1209061	6	1	2	214	340	1	19	2	0	0	1	2141191	1	3	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	.980161931183652
120908101	1209081	8	1	1	214	110	1	43	2	2	0	1	2141191	1	96	1	8	8	-1	-1	-1	-1	-1	-1	-1	-1	1	.990515635963516
120908102	1209081	8	1	2	214	340	2	43	2	2	0	1	2141191	1	1	96	8	8	-1	-1	-1	-1	-1	-1	-1	-1	96	.990515635963516
120908103	1209081	8	1	3	214	340	2	15	2	2	0	1	2141191	1	3	3	96	13	-1	-1	-1	-1	-1	-1	-1	-1	3	.990515635963516
120908104	1209081	8	1	4	214	340	1	12	2	2	0	1	2141191	1	3	3	13	96	-1	-1	-1	-1	-1	-1	-1	-1	3	.990515635963516
120909101	1209091	9	1	1	110	110	1	51	2	1	0	1	2141191	1	96	1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.853648944070655
120909102	1209091	9	1	2	110	110	2	46	2	1	0	1	2141191	1	1	96	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.853648944070655
120909103	1209091	9	1	3	110	110	1	9	2	1	0	1	2141191	1	3	3	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	.853648944070655
120911101	1209111	11	1	1	214	110	2	30	3	1	0	1	2141191	1	96	8	3	3	-1	-1	-1	-1	-1	-1	-1	-1	96	.967005873716486
120911102	1209111	11	1	2	214	110	2	11	3	1	0	1	2141191	1	3	96	19	19	-1	-1	-1	-1	-1	-1	-1	-1	3	.967005873716486
120911103	1209111	11	1	3	214	520	1	61	3	1	0	1	2141191	1	8	20	96	1	-1	-1	-1	-1	-1	-1	-1	-1	8	.967005873716486
120911104	1209111	11	1	4	214	110	2	55	3	1	0	1	2141191	1	8	20	1	96	-1	-1	-1	-1	-1	-1	-1	-1	8	.967005873716486
120913101	1209131	13	1	1	110	110	2	63	2	0	0	1	2141191	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.929580684349299
120913102	1209131	13	1	2	110	110	1	70	2	0	0	1	2141191	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.929580684349299
120914101	1209141	14	1	1	110	110	2	52	2	3	0	1	2141191	1	96	1	8	8	8	-1	-1	-1	-1	-1	-1	-1	96	.849797722935617
120914102	1209141	14	1	2	110	110	1	50	2	3	0	1	2141191	1	1	96	8	8	8	-1	-1	-1	-1	-1	-1	-1	1	.849797722935617
120914103	1209141	14	1	3	110	-1	1	13	2	3	0	1	2141191	1	3	3	96	13	13	-1	-1	-1	-1	-1	-1	-1	3	.849797722935617
120914104	1209141	14	1	4	110	110	1	11	2	3	0	1	2141191	1	3	3	13	96	13	-1	-1	-1	-1	-1	-1	-1	3	.849797722935617
120914105	1209141	14	1	5	110	110	1	10	2	3	0	1	2141191	1	3	3	13	13	96	-1	-1	-1	-1	-1	-1	-1	3	.849797722935617
120919101	1209191	19	1	1	110	110	1	59	1	2	0	1	2141191	1	96	8	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.87843284934926
120919102	1209191	19	1	2	110	110	2	10	1	2	0	1	2141191	1	3	96	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	.87843284934926
120919103	1209191	19	1	3	110	110	2	10	1	2	0	1	2141191	1	3	13	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	.87843284934926
121002101	1210021	2	1	1	110	110	1	76	2	0	0	1	2141429	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.901185201326003
121002102	1210021	2	1	2	110	110	2	70	2	0	0	1	2141429	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.901185201326003
121004101	1210041	4	1	1	214	110	2	46	5	0	0	1	2141429	1	96	1	8	8	8	-1	-1	-1	-1	-1	-1	-1	1	1.32796139634856
121004102	1210041	4	1	2	214	520	1	49	5	0	0	1	2141429	1	1	96	8	8	8	-1	-1	-1	-1	-1	-1	-1	96	1.32796139634856
121004103	1210041	4	1	3	214	110	2	23	5	0	0	1	2141429	1	3	3	96	13	13	-1	-1	-1	-1	-1	-1	-1	3	1.32796139634856
121004104	1210041	4	1	4	214	110	1	20	5	0	0	1	2141429	1	3	3	13	96	13	-1	-1	-1	-1	-1	-1	-1	3	1.32796139634856
121004105	1210041	4	1	5	214	520	1	19	5	0	0	1	2141429	1	3	3	13	13	96	-1	-1	-1	-1	-1	-1	-1	3	1.32796139634856
121007101	1210071	7	1	1	110	110	1	48	1	0	0	1	2141429	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.08075827210505
121013101	1210131	13	1	1	110	110	1	36	1	0	0	1	2141429	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.22836902135456
121021101	1210211	21	1	1	110	110	2	83	1	0	0	1	2141429	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.05744107363614
121024101	1210241	24	1	1	214	110	2	30	2	3	0	1	2141429	1	96	2	8	8	8	-1	-1	-1	-1	-1	-1	-1	96	1.11575970506549
121024102	1210241	24	1	2	214	430	1	33	2	3	0	1	2141429	1	2	96	8	8	8	-1	-1	-1	-1	-1	-1	-1	2	1.11575970506549
121024103	1210241	24	1	3	214	110	2	12	2	3	0	1	2141429	1	3	3	96	13	13	-1	-1	-1	-1	-1	-1	-1	3	1.11575970506549
121024104	1210241	24	1	4	214	-1	2	10	2	3	0	1	2141429	1	3	3	13	96	13	-1	-1	-1	-1	-1	-1	-1	3	1.11575970506549
121024105	1210241	24	1	5	214	110	1	3	2	3	0	1	2141429	1	3	3	13	13	96	-1	-1	-1	-1	-1	-1	-1	3	1.11575970506549
121102101	1211021	2	1	1	110	110	2	36	2	2	0	1	2141291	1	96	1	8	8	-1	-1	-1	-1	-1	-1	-1	-1	1	.935226210196937
121102102	1211021	2	1	2	110	110	1	35	2	2	0	1	2141291	1	1	96	8	8	-1	-1	-1	-1	-1	-1	-1	-1	96	.935226210196937
121102103	1211021	2	1	3	110	110	1	6	2	2	0	1	2141291	1	3	3	96	13	-1	-1	-1	-1	-1	-1	-1	-1	3	.935226210196937
121102104	1211021	2	1	4	110	110	1	2	2	2	0	1	2141291	1	3	3	13	96	-1	-1	-1	-1	-1	-1	-1	-1	3	.935226210196937
121103101	1211031	3	1	1	110	110	2	64	2	0	0	1	2141291	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.05318191990727
121103102	1211031	3	1	2	110	110	1	57	2	0	0	1	2141291	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.05318191990727
121104101	1211041	4	1	1	110	110	1	54	1	0	0	1	2141291	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.06939287272156
121106101	1211061	6	1	1	110	110	2	55	3	0	0	1	2141291	1	96	1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.06517747853978
121106102	1211061	6	1	2	110	110	1	55	3	0	0	1	2141291	1	1	96	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.06517747853978
121106103	1211061	6	1	3	110	110	2	30	3	0	0	1	2141291	1	3	3	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	1.06517747853978
121108101	1211081	8	1	1	110	110	1	64	1	0	0	1	2141291	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.08202719011608
121109101	1211091	9	1	1	110	110	2	42	4	1	0	1	2141291	1	96	1	8	8	8	-1	-1	-1	-1	-1	-1	-1	1	1.11529435167292
121109102	1211091	9	1	2	110	110	1	47	4	1	0	1	2141291	1	1	96	8	8	8	-1	-1	-1	-1	-1	-1	-1	96	1.11529435167292
121109103	1211091	9	1	3	110	110	1	22	4	1	0	1	2141291	1	3	3	96	13	13	-1	-1	-1	-1	-1	-1	-1	3	1.11529435167292
121109104	1211091	9	1	4	110	110	1	16	4	1	0	1	2141291	1	3	3	13	96	13	-1	-1	-1	-1	-1	-1	-1	3	1.11529435167292
121109105	1211091	9	1	5	110	110	1	13	4	1	0	1	2141291	1	3	3	13	13	96	-1	-1	-1	-1	-1	-1	-1	3	1.11529435167292
121113101	1211131	13	1	1	110	110	1	40	2	2	0	1	2141291	1	96	1	8	8	-1	-1	-1	-1	-1	-1	-1	-1	96	.927814953967822
121113102	1211131	13	1	2	110	110	2	39	2	2	0	1	2141291	1	1	96	8	8	-1	-1	-1	-1	-1	-1	-1	-1	1	.927814953967822
121113103	1211131	13	1	3	110	110	2	6	2	2	0	1	2141291	1	3	3	96	13	-1	-1	-1	-1	-1	-1	-1	-1	3	.927814953967822
121113104	1211131	13	1	4	110	110	2	3	2	2	0	1	2141291	1	3	3	13	96	-1	-1	-1	-1	-1	-1	-1	-1	3	.927814953967822
121116101	1211161	16	1	1	110	110	1	60	2	0	0	1	2141291	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.05318191990727
121116102	1211161	16	1	2	110	110	2	56	2	0	0	1	2141291	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.05318191990727
121121101	1211211	21	1	1	110	110	2	56	3	0	0	1	2141291	1	96	1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.16868546216161
121121102	1211211	21	1	2	110	110	1	51	3	0	0	1	2141291	1	1	96	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.16868546216161
121121103	1211211	21	1	3	110	110	2	18	3	0	0	1	2141291	1	3	3	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	1.16868546216161
121124101	1211241	24	1	1	110	110	2	25	2	0	0	1	2141291	1	96	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.30483621738479
121124102	1211241	24	1	2	110	110	1	25	2	0	0	1	2141291	1	2	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	1.30483621738479
121207101	1212071	7	1	1	110	110	1	46	2	1	0	1	2141036	1	96	1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.879128321355132
121207102	1212071	7	1	2	110	110	2	45	2	1	0	1	2141036	1	1	96	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.879128321355132
121207103	1212071	7	1	3	110	110	1	9	2	1	0	1	2141036	1	3	3	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	.879128321355132
121213101	1212131	13	1	1	110	110	2	49	2	0	0	1	2141036	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.943336421778955
121213102	1212131	13	1	2	110	110	1	54	2	0	0	1	2141036	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.943336421778955
121216101	1212161	16	1	1	110	110	1	32	2	2	0	1	2141036	1	96	2	11	8	-1	-1	-1	-1	-1	-1	-1	-1	2	1.19635684442062
121216102	1212161	16	1	2	110	110	2	32	2	2	0	1	2141036	1	2	96	8	8	-1	-1	-1	-1	-1	-1	-1	-1	96	1.19635684442062
121216103	1212161	16	1	3	110	110	1	13	2	2	0	1	2141036	1	6	3	96	14	-1	-1	-1	-1	-1	-1	-1	-1	3	1.19635684442062
121216104	1212161	16	1	4	110	110	2	7	2	2	0	1	2141036	1	3	3	14	96	-1	-1	-1	-1	-1	-1	-1	-1	3	1.19635684442062
121218101	1212181	18	1	1	110	110	2	44	1	0	0	1	2141036	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.931832994769318
121219101	1212191	19	1	1	110	110	2	34	1	4	0	1	2141036	1	96	8	8	8	8	-1	-1	-1	-1	-1	-1	-1	96	.764430194247358
121219102	1212191	19	1	2	110	-1	1	10	1	4	0	1	2141036	1	3	96	13	13	13	-1	-1	-1	-1	-1	-1	-1	3	.764430194247358
121219103	1212191	19	1	3	110	110	1	8	1	4	0	1	2141036	1	3	13	96	13	13	-1	-1	-1	-1	-1	-1	-1	3	.764430194247358
121219104	1212191	19	1	4	110	110	2	5	1	4	0	1	2141036	1	3	13	13	96	13	-1	-1	-1	-1	-1	-1	-1	3	.764430194247358
121219105	1212191	19	1	5	110	-1	2	5	1	4	0	1	2141036	1	3	13	13	13	96	-1	-1	-1	-1	-1	-1	-1	3	.764430194247358
121221101	1212211	21	1	1	110	110	2	66	1	0	0	1	2141036	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.908753153744263
121224101	1212241	24	1	1	110	110	2	47	1	0	0	1	2141036	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.9181926432101
121302101	1213021	2	1	1	110	110	2	86	1	0	0	1	2141226	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.00280292490996
121303101	1213031	3	1	1	110	110	2	44	2	1	0	1	2141226	1	96	1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.992604229073028
121303102	1213031	3	1	2	110	110	1	38	2	1	0	1	2141226	1	1	96	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.992604229073028
121303103	1213031	3	1	3	110	110	1	15	2	1	0	1	2141226	1	3	4	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	.992604229073028
121307101	1213071	7	1	1	110	110	1	76	2	0	0	1	2141226	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.943091498940763
121307102	1213071	7	1	2	110	110	2	77	2	0	0	1	2141226	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.943091498940763
121308101	1213081	8	1	1	110	110	2	26	2	0	0	1	2141226	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.21840686655202
121308102	1213081	8	1	2	110	110	1	25	2	0	0	1	2141226	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.21840686655202
121309101	1213091	9	1	1	110	110	2	45	2	0	0	1	2141226	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.88085192500844
121309102	1213091	9	1	2	110	110	1	51	2	0	0	1	2141226	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.88085192500844
121310101	1213101	10	1	1	110	110	1	41	2	3	0	1	2141226	1	96	1	8	8	8	-1	-1	-1	-1	-1	-1	-1	96	.850316469506909
121310102	1213101	10	1	2	110	110	2	29	2	3	0	1	2141226	1	1	96	8	8	8	-1	-1	-1	-1	-1	-1	-1	1	.850316469506909
121310103	1213101	10	1	3	110	110	1	8	2	3	0	1	2141226	1	3	3	96	13	13	-1	-1	-1	-1	-1	-1	-1	3	.850316469506909
121310104	1213101	10	1	4	110	-1	1	10	2	3	0	1	2141226	1	3	3	13	96	13	-1	-1	-1	-1	-1	-1	-1	3	.850316469506909
121310105	1213101	10	1	5	110	110	1	2	2	3	0	1	2141226	1	3	3	13	13	96	-1	-1	-1	-1	-1	-1	-1	3	.850316469506909
121313101	1213131	13	1	1	110	110	1	55	2	0	0	1	2141226	1	96	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	.891258696403245
121313102	1213131	13	1	2	110	110	2	50	2	0	0	1	2141226	1	2	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.891258696403245
121314101	1213141	14	1	1	110	110	1	64	2	0	0	1	2141226	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.983421582023509
