Pserial	Hserial	Addnum	hhold	PersNo	FinOutC	IndOut	Sex	Age90	Adults	Children	Infants	SampType	psu	NOFHH	Relto01	Relto02	Relto03	Relto04	Relto05	Relto06	Relto07	Relto08	Relto09	Relto10	Relto11	Relto12	ReltoHRP	wt_hhld
100107101	1001071	7	1	1	214	110	2	62	2	0	0	1	2141034	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.952566202868001
100107102	1001071	7	1	2	214	430	1	68	2	0	0	1	2141034	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.952566202868001
100108101	1001081	8	1	1	110	110	1	38	1	0	0	1	2141034	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.2154513554499
100110101	1001101	10	1	1	110	110	2	62	1	0	0	1	2141034	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.01314073691899
100111101	1001111	11	1	1	110	110	2	33	1	0	0	1	2141034	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.05274475985474
100116101	1001161	16	1	1	214	110	1	49	4	0	0	1	2141034	1	96	1	8	8	-1	-1	-1	-1	-1	-1	-1	-1	96	1.29419655158451
100116102	1001161	16	1	2	214	430	2	-9	4	0	0	1	2141034	1	1	96	8	8	-1	-1	-1	-1	-1	-1	-1	-1	1	1.29419655158451
100116103	1001161	16	1	3	214	430	2	22	4	0	0	1	2141034	1	3	3	96	13	-1	-1	-1	-1	-1	-1	-1	-1	3	1.29419655158451
100116104	1001161	16	1	4	214	430	1	19	4	0	0	1	2141034	1	3	3	13	96	-1	-1	-1	-1	-1	-1	-1	-1	3	1.29419655158451
100118101	1001181	18	1	1	110	110	1	36	2	2	0	1	2141034	1	96	1	11	8	-1	-1	-1	-1	-1	-1	-1	-1	1	1.04752278723529
100118102	1001181	18	1	2	110	110	2	28	2	2	0	1	2141034	1	1	96	8	8	-1	-1	-1	-1	-1	-1	-1	-1	96	1.04752278723529
100118103	1001181	18	1	3	110	110	2	9	2	2	0	1	2141034	1	6	3	96	14	-1	-1	-1	-1	-1	-1	-1	-1	3	1.04752278723529
100118104	1001181	18	1	4	110	110	1	5	2	2	0	1	2141034	1	3	3	14	96	-1	-1	-1	-1	-1	-1	-1	-1	3	1.04752278723529
100121101	1001211	21	1	1	110	110	2	35	2	0	0	1	2141034	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.15497087176877
100121102	1001211	21	1	2	110	110	1	33	2	0	0	1	2141034	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.15497087176877
100302101	1003021	2	1	1	110	110	1	69	1	0	0	1	2141245	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.02644712258151
100306101	1003061	6	1	1	110	110	1	27	1	0	0	1	2141245	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.35314436257152
100308101	1003081	8	1	1	110	110	2	21	1	1	0	1	2141245	1	96	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.18259642624339
100308102	1003081	8	1	2	110	110	2	2	1	1	0	1	2141245	1	3	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	1.18259642624339
100309101	1003091	9	1	1	214	110	1	42	4	0	0	1	2141245	1	96	1	8	8	-1	-1	-1	-1	-1	-1	-1	-1	96	1.52941652661931
100309102	1003091	9	1	2	214	110	2	42	4	0	0	1	2141245	1	1	96	8	8	-1	-1	-1	-1	-1	-1	-1	-1	1	1.52941652661931
100309103	1003091	9	1	3	214	430	1	20	4	0	0	1	2141245	1	3	3	96	13	-1	-1	-1	-1	-1	-1	-1	-1	3	1.52941652661931
100309104	1003091	9	1	4	214	430	2	23	4	0	0	1	2141245	1	3	3	13	96	-1	-1	-1	-1	-1	-1	-1	-1	3	1.52941652661931
100310101	1003101	10	1	1	214	110	2	44	3	2	0	1	2141245	1	96	1	8	8	8	-1	-1	-1	-1	-1	-1	-1	96	1.07447649115109
100310102	1003101	10	1	2	214	430	1	50	3	2	0	1	2141245	1	1	96	8	8	8	-1	-1	-1	-1	-1	-1	-1	1	1.07447649115109
100310103	1003101	10	1	3	214	430	1	17	3	2	0	1	2141245	1	3	3	96	13	13	-1	-1	-1	-1	-1	-1	-1	3	1.07447649115109
100310104	1003101	10	1	4	214	430	2	15	3	2	0	1	2141245	1	3	3	13	96	13	-1	-1	-1	-1	-1	-1	-1	3	1.07447649115109
100310105	1003101	10	1	5	214	110	1	3	3	2	0	1	2141245	1	3	3	13	13	96	-1	-1	-1	-1	-1	-1	-1	3	1.07447649115109
100311101	1003111	11	1	1	110	110	1	26	1	0	0	1	2141245	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.35314436257152
100314101	1003141	14	1	1	110	110	1	31	2	0	0	1	2141245	1	96	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.73515671801248
100314102	1003141	14	1	2	110	110	1	32	2	0	0	1	2141245	1	2	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	1.73515671801248
100316101	1003161	16	1	1	110	110	2	75	1	0	0	1	2141245	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.09741661730378
100318101	1003181	18	1	1	110	110	2	45	1	1	0	1	2141245	1	96	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.999045264299115
100318102	1003181	18	1	2	110	110	1	14	1	1	0	1	2141245	1	3	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	.999045264299115
100319101	1003191	19	1	1	214	110	2	55	4	0	0	1	2141245	1	96	8	22	8	-1	-1	-1	-1	-1	-1	-1	-1	96	1.76186354509481
100319102	1003191	19	1	2	214	430	2	21	4	0	0	1	2141245	1	3	96	22	13	-1	-1	-1	-1	-1	-1	-1	-1	3	1.76186354509481
100319103	1003191	19	1	3	214	110	1	22	4	0	0	1	2141245	1	22	22	96	22	-1	-1	-1	-1	-1	-1	-1	-1	22	1.76186354509481
100319104	1003191	19	1	4	214	430	1	26	4	0	0	1	2141245	1	3	13	22	96	-1	-1	-1	-1	-1	-1	-1	-1	3	1.76186354509481
100324101	1003241	24	1	1	214	110	2	32	2	0	0	1	2141245	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.41587312905266
100324102	1003241	24	1	2	214	430	1	32	2	0	0	1	2141245	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.41587312905266
100603101	1006031	3	1	1	110	110	1	47	2	4	0	1	2141005	1	96	1	8	8	8	8	-1	-1	-1	-1	-1	-1	96	.698348091245191
100603102	1006031	3	1	2	110	110	2	43	2	4	0	1	2141005	1	1	96	8	8	8	8	-1	-1	-1	-1	-1	-1	1	.698348091245191
100603103	1006031	3	1	3	110	-1	2	15	2	4	0	1	2141005	1	3	3	96	13	13	14	-1	-1	-1	-1	-1	-1	3	.698348091245191
100603104	1006031	3	1	4	110	110	2	13	2	4	0	1	2141005	1	3	3	13	96	13	13	-1	-1	-1	-1	-1	-1	3	.698348091245191
100603105	1006031	3	1	5	110	110	1	10	2	4	0	1	2141005	1	3	3	13	13	96	13	-1	-1	-1	-1	-1	-1	3	.698348091245191
100603106	1006031	3	1	6	110	-1	1	8	2	4	0	1	2141005	1	3	3	14	13	13	96	-1	-1	-1	-1	-1	-1	3	.698348091245191
100604101	1006041	4	1	1	110	110	2	27	2	0	0	1	2141005	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.28501640819067
100604102	1006041	4	1	2	110	110	1	28	2	0	0	1	2141005	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.28501640819067
100606101	1006061	6	1	1	110	110	2	35	2	1	0	1	2141005	1	96	1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.854145756441105
100606102	1006061	6	1	2	110	110	1	51	2	1	0	1	2141005	1	1	96	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.854145756441105
100606103	1006061	6	1	3	110	110	2	10	2	1	0	1	2141005	1	3	3	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	.854145756441105
100608101	1006081	8	1	1	214	110	1	67	2	0	0	1	2141005	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.841441554396755
100608102	1006081	8	1	2	214	430	2	67	2	0	0	1	2141005	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.841441554396755
100609101	1006091	9	1	1	110	110	2	74	2	0	0	1	2141005	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.863875615538443
100609102	1006091	9	1	2	110	110	1	77	2	0	0	1	2141005	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.863875615538443
100613101	1006131	13	1	1	110	110	1	49	2	0	0	1	2141005	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.929007456053334
100613102	1006131	13	1	2	110	110	2	51	2	0	0	1	2141005	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.929007456053334
100614101	1006141	14	1	1	110	110	1	73	2	0	0	1	2141005	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.841441554396755
100614102	1006141	14	1	2	110	110	2	69	2	0	0	1	2141005	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.841441554396755
100618101	1006181	18	1	1	110	110	2	71	1	0	0	1	2141005	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.903257847237384
100619101	1006191	19	1	1	110	110	2	49	4	0	0	1	2141005	1	96	1	8	22	-1	-1	-1	-1	-1	-1	-1	-1	1	1.26917316619745
100619102	1006191	19	1	2	110	110	1	50	4	0	0	1	2141005	1	1	96	8	22	-1	-1	-1	-1	-1	-1	-1	-1	96	1.26917316619745
100619103	1006191	19	1	3	110	110	2	21	4	0	0	1	2141005	1	3	3	96	22	-1	-1	-1	-1	-1	-1	-1	-1	3	1.26917316619745
100619104	1006191	19	1	4	110	110	1	26	4	0	0	1	2141005	1	22	22	22	96	-1	-1	-1	-1	-1	-1	-1	-1	22	1.26917316619745
100703101	1007031	3	1	1	110	110	2	63	1	0	0	1	2141011	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.02390830686811
100704101	1007041	4	1	1	214	110	2	65	2	0	0	1	2141011	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.918411332090957
100704102	1007041	4	1	2	214	430	1	-9	2	0	0	1	2141011	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.918411332090957
100716101	1007161	16	1	1	110	110	2	29	2	1	1	1	2141011	1	96	1	8	8	-1	-1	-1	-1	-1	-1	-1	-1	1	1.19137456961881
100716102	1007161	16	1	2	110	110	1	33	2	1	1	1	2141011	1	1	96	8	8	-1	-1	-1	-1	-1	-1	-1	-1	96	1.19137456961881
100716103	1007161	16	1	3	110	110	2	3	2	1	1	1	2141011	1	3	3	96	13	-1	-1	-1	-1	-1	-1	-1	-1	3	1.19137456961881
100716104	1007161	16	1	4	110	110	1	0	2	1	1	1	2141011	1	3	3	13	96	-1	-1	-1	-1	-1	-1	-1	-1	3	1.19137456961881
100719101	1007191	19	1	1	110	110	2	55	2	0	0	1	2141011	1	96	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	1.06934541211825
100719102	1007191	19	1	2	110	110	1	52	2	0	0	1	2141011	1	2	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.06934541211825
100803101	1008031	3	1	1	110	110	2	25	1	1	0	1	2141553	1	96	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.06457714544972
100803102	1008031	3	1	2	110	110	1	8	1	1	0	1	2141553	1	3	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	1.06457714544972
100809101	1008091	9	1	1	110	110	2	35	2	2	0	1	2141553	1	96	1	8	8	-1	-1	-1	-1	-1	-1	-1	-1	96	1.07688707615188
100809102	1008091	9	1	2	110	110	1	35	2	2	0	1	2141553	1	1	96	8	8	-1	-1	-1	-1	-1	-1	-1	-1	1	1.07688707615188
100809103	1008091	9	1	3	110	110	2	7	2	2	0	1	2141553	1	3	3	96	13	-1	-1	-1	-1	-1	-1	-1	-1	3	1.07688707615188
100809104	1008091	9	1	4	110	110	1	5	2	2	0	1	2141553	1	3	3	13	96	-1	-1	-1	-1	-1	-1	-1	-1	3	1.07688707615188
100811101	1008111	11	1	1	110	110	1	29	1	0	0	1	2141553	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.35314436257152
100818101	1008181	18	1	1	214	110	2	30	6	4	0	1	2141553	1	96	2	8	8	8	8	7	7	18	18	-1	-1	7	1.76186354509481
100818102	1008181	18	1	2	214	430	1	30	6	4	0	1	2141553	1	2	96	11	11	11	8	3	3	13	13	-1	-1	3	1.76186354509481
100818103	1008181	18	1	3	214	-1	1	9	6	4	0	1	2141553	1	3	6	96	13	13	14	19	19	21	21	-1	-1	19	1.76186354509481
100818104	1008181	18	1	4	214	110	2	6	6	4	0	1	2141553	1	3	6	13	96	13	14	19	19	21	21	-1	-1	19	1.76186354509481
100818105	1008181	18	1	5	214	-1	1	5	6	4	0	1	2141553	1	3	6	13	13	96	14	19	19	21	21	-1	-1	19	1.76186354509481
100818106	1008181	18	1	6	214	110	1	2	6	4	0	1	2141553	1	3	3	14	14	14	96	19	19	21	21	-1	-1	19	1.76186354509481
100818107	1008181	18	1	7	214	430	2	58	6	4	0	1	2141553	1	12	8	20	20	20	20	96	1	8	8	-1	-1	96	1.76186354509481
100818108	1008181	18	1	8	214	430	1	59	6	4	0	1	2141553	1	12	8	20	20	20	20	1	96	8	8	-1	-1	1	1.76186354509481
100818109	1008181	18	1	9	214	110	1	27	6	4	0	1	2141553	1	18	13	21	21	21	21	3	3	96	13	-1	-1	3	1.76186354509481
100818110	1008181	18	1	10	214	430	1	25	6	4	0	1	2141553	1	18	13	21	21	21	21	3	3	13	96	-1	-1	3	1.76186354509481
100819101	1008191	19	1	1	110	110	2	79	1	0	0	1	2141553	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.09741661730378
100821101	1008211	21	1	1	110	110	2	38	2	2	1	1	2141553	1	96	1	8	8	8	-1	-1	-1	-1	-1	-1	-1	96	1.13936199371805
100821102	1008211	21	1	2	110	110	1	39	2	2	1	1	2141553	1	1	96	8	8	8	-1	-1	-1	-1	-1	-1	-1	1	1.13936199371805
100821103	1008211	21	1	3	110	-1	1	12	2	2	1	1	2141553	1	3	3	96	13	13	-1	-1	-1	-1	-1	-1	-1	3	1.13936199371805
100821104	1008211	21	1	4	110	110	1	8	2	2	1	1	2141553	1	3	3	13	96	13	-1	-1	-1	-1	-1	-1	-1	3	1.13936199371805
100821105	1008211	21	1	5	110	110	2	0	2	2	1	1	2141553	1	3	3	13	13	96	-1	-1	-1	-1	-1	-1	-1	3	1.13936199371805
100824101	1008241	24	1	1	110	110	2	72	1	0	0	1	2141553	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.953130940505576
100902101	1009021	2	1	1	110	110	1	24	1	0	0	1	2141079	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.10034578559397
100906101	1009061	6	1	1	110	110	1	64	1	0	0	1	2141079	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.06119448891779
100908101	1009081	8	1	1	110	110	1	62	1	0	0	1	2141079	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.06119448891779
100909101	1009091	9	1	1	214	110	2	50	2	0	0	1	2141079	1	96	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.11060250092991
100909102	1009091	9	1	2	214	430	1	26	2	0	0	1	2141079	1	3	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	1.11060250092991
100910101	1009101	10	1	1	214	110	2	64	3	0	0	1	2141079	1	96	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.02799438179132
100910102	1009101	10	1	2	214	110	2	87	3	0	0	1	2141079	1	8	96	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	1.02799438179132
100910103	1009101	10	1	3	214	520	1	58	3	0	0	1	2141079	1	1	7	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.02799438179132
100918101	1009181	18	1	1	214	450	2	36	2	0	0	1	2141079	1	96	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.12710126529273
100918102	1009181	18	1	2	214	110	1	31	2	0	0	1	2141079	1	22	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	22	1.12710126529273
100924101	1009241	24	1	1	110	110	2	32	1	2	1	1	2141079	1	96	8	8	8	-1	-1	-1	-1	-1	-1	-1	-1	96	.799378451738255
100924102	1009241	24	1	2	110	110	2	8	1	2	1	1	2141079	1	3	96	13	14	-1	-1	-1	-1	-1	-1	-1	-1	3	.799378451738255
100924103	1009241	24	1	3	110	110	1	7	1	2	1	1	2141079	1	3	13	96	14	-1	-1	-1	-1	-1	-1	-1	-1	3	.799378451738255
100924104	1009241	24	1	4	110	-1	1	0	1	2	1	1	2141079	1	3	14	14	96	-1	-1	-1	-1	-1	-1	-1	-1	3	.799378451738255
101202101	1012021	2	1	1	110	110	1	32	1	0	0	1	2141445	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.26530229680806
101203101	1012031	3	1	1	110	110	1	29	2	0	1	1	2141445	1	96	1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.16853818189491
101203102	1012031	3	1	2	110	110	2	30	2	0	1	1	2141445	1	1	96	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.16853818189491
101203103	1012031	3	1	3	110	110	1	0	2	0	1	1	2141445	1	3	3	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	1.16853818189491
101204101	1012041	4	1	1	110	110	1	60	1	0	0	1	2141445	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.06119448891779
101206101	1012061	6	1	1	110	110	2	68	1	0	0	1	2141445	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.891256573738647
101207101	1012071	7	1	1	110	110	1	28	2	0	0	1	2141445	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.27335046127107
101207102	1012071	7	1	2	110	110	2	27	2	0	0	1	2141445	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1.27335046127107
101209101	1012091	9	1	1	110	110	2	46	1	1	0	1	2141445	1	96	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.841919861486097
101209102	1012091	9	1	2	110	110	2	15	1	1	0	1	2141445	1	3	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	.841919861486097
101210101	1012101	10	1	1	110	110	1	43	1	0	0	1	2141445	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.19204979467005
101216101	1012161	16	1	1	110	110	1	25	2	2	0	1	2141445	1	96	2	11	11	-1	-1	-1	-1	-1	-1	-1	-1	2	1.07429982014381
101216102	1012161	16	1	2	110	110	2	29	2	2	0	1	2141445	1	2	96	8	8	-1	-1	-1	-1	-1	-1	-1	-1	96	1.07429982014381
101216103	1012161	16	1	3	110	110	1	6	2	2	0	1	2141445	1	6	3	96	13	-1	-1	-1	-1	-1	-1	-1	-1	3	1.07429982014381
101216104	1012161	16	1	4	110	110	2	5	2	2	0	1	2141445	1	6	3	13	96	-1	-1	-1	-1	-1	-1	-1	-1	3	1.07429982014381
101402101	1014021	2	1	1	110	110	1	37	2	2	0	1	2141166	1	96	2	8	8	-1	-1	-1	-1	-1	-1	-1	-1	96	.936503183447976
101402102	1014021	2	1	2	110	110	2	25	2	2	0	1	2141166	1	2	96	8	8	-1	-1	-1	-1	-1	-1	-1	-1	2	.936503183447976
101402103	1014021	2	1	3	110	110	1	6	2	2	0	1	2141166	1	3	3	96	13	-1	-1	-1	-1	-1	-1	-1	-1	3	.936503183447976
101402104	1014021	2	1	4	110	110	1	2	2	2	0	1	2141166	1	3	3	13	96	-1	-1	-1	-1	-1	-1	-1	-1	3	.936503183447976
101404101	1014041	4	1	1	110	110	1	30	2	2	0	1	2141166	1	96	1	8	8	-1	-1	-1	-1	-1	-1	-1	-1	1	1.00511978610467
101404102	1014041	4	1	2	110	110	2	29	2	2	0	1	2141166	1	1	96	8	8	-1	-1	-1	-1	-1	-1	-1	-1	96	1.00511978610467
101404103	1014041	4	1	3	110	110	1	10	2	2	0	1	2141166	1	3	3	96	13	-1	-1	-1	-1	-1	-1	-1	-1	3	1.00511978610467
101404104	1014041	4	1	4	110	110	2	2	2	2	0	1	2141166	1	3	3	13	96	-1	-1	-1	-1	-1	-1	-1	-1	3	1.00511978610467
101406101	1014061	6	1	1	214	110	2	40	2	1	0	1	2141166	1	96	1	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.905137929370648
101406102	1014061	6	1	2	214	430	1	38	2	1	0	1	2141166	1	1	96	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.905137929370648
101406103	1014061	6	1	3	214	110	2	7	2	1	0	1	2141166	1	3	6	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	.905137929370648
101407101	1014071	7	1	1	214	110	2	34	2	0	0	1	2141166	1	96	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.21840686655202
101407102	1014071	7	1	2	214	430	1	33	2	0	0	1	2141166	1	2	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	1.21840686655202
101411101	1014111	11	1	1	110	110	1	38	1	0	0	1	2141166	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.16489906393775
101413101	1014131	13	1	1	214	110	2	61	2	0	0	1	2141166	1	96	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.17257059150292
101413102	1014131	13	1	2	214	430	1	34	2	0	0	1	2141166	1	3	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	1.17257059150292
101414101	1014141	14	1	1	110	110	1	51	2	0	0	1	2141166	1	96	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.971938619677686
101414102	1014141	14	1	2	110	110	2	59	2	0	0	1	2141166	1	2	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	.971938619677686
101416101	1014161	16	1	1	110	110	1	49	5	0	0	1	2141166	1	96	1	11	22	11	-1	-1	-1	-1	-1	-1	-1	96	1.07843716558115
101416102	1014161	16	1	2	110	110	2	43	5	0	0	1	2141166	1	1	96	8	22	8	-1	-1	-1	-1	-1	-1	-1	1	1.07843716558115
101416103	1014161	16	1	3	110	110	1	24	5	0	0	1	2141166	1	6	3	96	22	14	-1	-1	-1	-1	-1	-1	-1	6	1.07843716558115
101416104	1014161	16	1	4	110	110	1	18	5	0	0	1	2141166	1	22	22	22	96	22	-1	-1	-1	-1	-1	-1	-1	22	1.07843716558115
101416105	1014161	16	1	5	110	110	2	16	5	0	0	1	2141166	1	6	3	14	22	96	-1	-1	-1	-1	-1	-1	-1	6	1.07843716558115
101418101	1014181	18	1	1	110	110	1	60	2	0	0	1	2141166	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.983421582023509
101418102	1014181	18	1	2	110	110	2	59	2	0	0	1	2141166	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.983421582023509
101419101	1014191	19	1	1	110	110	2	46	2	2	0	1	2141166	1	96	1	8	8	-1	-1	-1	-1	-1	-1	-1	-1	1	.787775041783338
101419102	1014191	19	1	2	110	110	1	48	2	2	0	1	2141166	1	1	96	8	8	-1	-1	-1	-1	-1	-1	-1	-1	96	.787775041783338
101419103	1014191	19	1	3	110	110	1	14	2	2	0	1	2141166	1	3	3	96	13	-1	-1	-1	-1	-1	-1	-1	-1	3	.787775041783338
101419104	1014191	19	1	4	110	110	2	11	2	2	0	1	2141166	1	3	3	13	96	-1	-1	-1	-1	-1	-1	-1	-1	3	.787775041783338
101421101	1014211	21	1	1	110	110	1	41	2	2	0	1	2141166	1	96	1	8	8	-1	-1	-1	-1	-1	-1	-1	-1	1	.821837767145925
101421102	1014211	21	1	2	110	110	2	40	2	2	0	1	2141166	1	1	96	8	8	-1	-1	-1	-1	-1	-1	-1	-1	96	.821837767145925
101421103	1014211	21	1	3	110	110	1	7	2	2	0	1	2141166	1	3	3	96	13	-1	-1	-1	-1	-1	-1	-1	-1	3	.821837767145925
101421104	1014211	21	1	4	110	110	2	5	2	2	0	1	2141166	1	3	3	13	96	-1	-1	-1	-1	-1	-1	-1	-1	3	.821837767145925
101424101	1014241	24	1	1	110	110	2	65	1	0	0	1	2141166	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.870956824636268
101502101	1015021	2	1	1	214	110	2	31	2	2	0	1	2141082	1	96	1	8	8	-1	-1	-1	-1	-1	-1	-1	-1	1	1.13415983263484
101502102	1015021	2	1	2	214	430	1	40	2	2	0	1	2141082	1	1	96	8	8	-1	-1	-1	-1	-1	-1	-1	-1	96	1.13415983263484
101502103	1015021	2	1	3	214	110	1	7	2	2	0	1	2141082	1	3	3	96	13	-1	-1	-1	-1	-1	-1	-1	-1	3	1.13415983263484
101502104	1015021	2	1	4	214	110	2	4	2	2	0	1	2141082	1	3	3	13	96	-1	-1	-1	-1	-1	-1	-1	-1	3	1.13415983263484
101503101	1015031	3	1	1	110	110	2	36	2	2	0	1	2141082	1	96	1	8	8	-1	-1	-1	-1	-1	-1	-1	-1	1	.965780388688765
101503102	1015031	3	1	2	110	110	1	35	2	2	0	1	2141082	1	1	96	8	8	-1	-1	-1	-1	-1	-1	-1	-1	96	.965780388688765
101503103	1015031	3	1	3	110	110	2	8	2	2	0	1	2141082	1	3	3	96	13	-1	-1	-1	-1	-1	-1	-1	-1	3	.965780388688765
101503104	1015031	3	1	4	110	110	2	6	2	2	0	1	2141082	1	3	3	13	96	-1	-1	-1	-1	-1	-1	-1	-1	3	.965780388688765
101506101	1015061	6	1	1	110	110	2	73	2	0	0	1	2141082	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.901185201326003
101506102	1015061	6	1	2	110	110	1	76	2	0	0	1	2141082	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.901185201326003
101508101	1015081	8	1	1	110	110	1	63	1	0	0	1	2141082	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.0935269160695
101509101	1015091	9	1	1	110	110	1	90	1	0	0	1	2141082	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.0154264656996
101511101	1015111	11	1	1	110	110	2	37	2	0	0	1	2141082	1	96	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.11785798623393
101511102	1015111	11	1	2	110	110	1	36	2	0	0	1	2141082	1	2	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	1.11785798623393
101513101	1015131	13	1	1	110	110	1	60	1	0	0	1	2141082	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	1.0935269160695
101514101	1015141	14	1	1	110	110	1	66	2	0	0	1	2141082	1	96	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	.978612277172759
101514102	1015141	14	1	2	110	110	2	61	2	0	0	1	2141082	1	1	96	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	96	.978612277172759
